 ,11179
e,7428
t,4977
a,4893
n,4360
i,4125
o,4019
r,3874
s,3618
l,2703
h,2254
c,2137
d,2122
u,1471
m,1387
f,1348
p,1268
g,1127
y,866
v,764
b,732
,,703
w,667
.,651
k,312
(,223
),223
1,218
9,194
x,159
T,147
-,136
’,133
2,125
F,116
S,116
I,94
A,87
‘,84
j,67
W,66
P,62
6,58
B,51
L,51
8,51
7,49
C,48
5,48
R,47
M,44
4,43
3,42
V,42
0,41
H,38
D,36
–,33
z,32
;,29
N,26
K,25
q,23
E,20
J,19
O,19
G,17
U,17
:,15
?,11
Y,9
ñ,6
ó,6
/,5
Z,5
&,5
=,4
Q,3
ä,2
⁄,1
“,1
”,1
X,1
%,1
[,1
],1
